review,rating,date,bank,source
i believe that the updated mobile application will answer many of the users question and it is recommended that iphone users use the one downloaded from the app store rather than the one downloaded from the play store.,5,2024-02-27,Commercial Bank of Ethiopia,Google Play
"Please add the ability to view all transaction history, and pressing back on sub pages should not display logout confirmation. Plus, self registration should be a thing",3,2021-08-21,Commercial Bank of Ethiopia,Google Play
It is a good app overall but you need to improve some features like the recent transactions section which doesn't accurately show recent transactions.,3,2024-09-07,Commercial Bank of Ethiopia,Google Play
This app is not dependable and it fail to sync often. By far the sms version is better. Please try to solve it soon.,2,2020-11-07,Commercial Bank of Ethiopia,Google Play
"Now that I could change b/n accounts easily, I'm much satisfied with this app; and I upgrade my rating to 5 star. However, I wish the app would enable to produce report a history of at least 3 months.",5,2023-03-23,Commercial Bank of Ethiopia,Google Play
"Every thing is good and functional , but the password length is too short and it is also receive only 4 numbers. I wish if the password field receives string",5,2022-10-02,Commercial Bank of Ethiopia,Google Play
First time tha i get happy by CBE's achievements. Congrats CBE Simple to use and uptodate. Go on and it will be nice if you add the investment options so that we can invest online too. Good Job,5,2020-07-08,Commercial Bank of Ethiopia,Google Play
I like the new interface but gave me headache!! Most of the time it fails to sync.,2,2021-02-06,Commercial Bank of Ethiopia,Google Play
"I keep getting error pop ups on my screen even after closing the app and when i am using other apps, please fix this bug.",3,2020-09-15,Commercial Bank of Ethiopia,Google Play
The application is best based on the online banking system. But sometimes it shows previous balance when logging in and it confuses after making transaction,5,2022-08-07,Commercial Bank of Ethiopia,Google Play
"The app stop to show me the balance, but it synchronized while refreshing in contrary all of the services are not available . No online care available , amazing millions of customer waiting physical contact for routine solution .",1,2023-07-01,Commercial Bank of Ethiopia,Google Play
"It is a good app. But it is better to add the following features in the next version, 1) Add ATM withdrawal option 2) Password reset option 4) Finger print option 3) E-receipt",4,2024-01-26,Commercial Bank of Ethiopia,Google Play
"It was better if it showed at least the last 20 transactions, and one good thing is you can search people from history by their name.",3,2024-01-11,Commercial Bank of Ethiopia,Google Play
"The previous varsion of this application is good, yet recently it required verification code that unable to get online. So, is it realy fair to go to branc of bank to fill it? please improve such problem. Untill that i will going to uninstall this application. Good bye!!",1,2023-11-13,Commercial Bank of Ethiopia,Google Play
"As CBE is the main commercial bank in the country, we expect more on the development of the app regarding login security . Finger print login option should include on the next update release. Because most people have smart phones on this day.",3,2023-09-05,Commercial Bank of Ethiopia,Google Play
"Eventhough its a good app in many things,the main problem I faced from this app:It does not have an option or afeature that gives u achance to transfer money from the account to another telebirr wallet as other banks do.rather it says:transfer to your own telebirr wallet..why only to own telebirr wallet?",1,2023-09-26,Commercial Bank of Ethiopia,Google Play
it is good app to use. unless the exchange rate section has confused rate specially Suddanesse dinar (SDD) implies high buy rate and low sell rate.,4,2023-03-18,Commercial Bank of Ethiopia,Google Play
I excuted an order just once but this app has doubled it on it's own on my last order.With that I had to pay extra 100OETB unnecessarily. A bit of annoying 🙄,1,2023-08-14,Commercial Bank of Ethiopia,Google Play
It simply expires with in short period of time. And also it optionally sends multiple times.,3,2023-07-03,Commercial Bank of Ethiopia,Google Play
It's a very good and helpful mobile banking app when compared with other local banking apps. Thank you!,5,2021-12-12,Commercial Bank of Ethiopia,Google Play
It is very funny and useless app. They developed the app either with lack of necessary technological knowledge or purposely to manipulate their customers. A huge shame for such kinda influential company.👎👎,1,2023-12-05,Commercial Bank of Ethiopia,Google Play
The app is nice. But from the previous version we can transfer amount to the added beneficiaries. On this version not.,3,2021-03-14,Commercial Bank of Ethiopia,Google Play
"It used to be awosome but since yesterday I can't use the app. It will accept my password and say ""syce finished"" but it does not allow me to access any service.",5,2023-09-23,Commercial Bank of Ethiopia,Google Play
Ever loved apps software for transaction timely and with speed. But the activation key process should be improved.,4,2022-02-12,Commercial Bank of Ethiopia,Google Play
"After I update latest app I can't use any feature on it. I can't see my amount, I can't transfer and all services are not working",2,2023-09-29,Commercial Bank of Ethiopia,Google Play
"Not able to get transaction list, it has very few options from what other Banks mobile app offer. It needs improvement.",2,2021-09-10,Commercial Bank of Ethiopia,Google Play
Improvements needed on areas: 1- to enable creating multiple accounts within the same CBE app 2- to have an access to multiple accounts with one ID number 3- maximise transaction pages for better references 4- increase security options from sms to email address,3,2023-11-01,Commercial Bank of Ethiopia,Google Play
9/6/17 *** It has not been updated for years and has some bugs 6/8/2020 **** Just updated the app from the link i get through sms. It looks good.,5,2023-01-12,Commercial Bank of Ethiopia,Google Play
The app is good but it needs some improvment. It is better to enable two accounts within one mobile to work with in a single app by switching out.,3,2022-02-13,Commercial Bank of Ethiopia,Google Play
Everything is good. Specially its simplicity. But it is better if there were transaction feature for more than one account in separate,4,2024-02-14,Commercial Bank of Ethiopia,Google Play
"I have been using for more than 3 years. It was good, but after upgrade to new version end up with white screen. What is wrong with that. Thanks.",3,2021-06-04,Commercial Bank of Ethiopia,Google Play
I like the app but sometimes it gives you error message but the transfer was done even no notification so i thought not transferred so i do transfer again so i do double transfer Please improve this,3,2022-05-06,Commercial Bank of Ethiopia,Google Play
"Better than the previous apps, you can get the current balance with the acct.numer without too much ado.",5,2020-07-30,Commercial Bank of Ethiopia,Google Play
Barely works. My balance never updates and I cant transfer money 90% of the time. The old app was so much better.,1,2020-09-06,Commercial Bank of Ethiopia,Google Play
The App was working fine until the last update Now nothing is working I can't view my balance transfer money send money to my Owen telebirr account view my transaction details the app has become useless please fix it.,1,2023-10-15,Commercial Bank of Ethiopia,Google Play
"The reason I give you one star it's because you always need verification key in bank branch this issue is not good at all,it's better to work like other bank like united bank awash bank they not required authorization by bank branch only app give you verification key not by bank branch",1,2023-03-23,Commercial Bank of Ethiopia,Google Play
It is good but some issues like -It only allows for own telebir account transfer what about for the others telebir accouts ? If possible please include for the others -please merge CBE banking app with CBE birr app like Awash birr,3,2022-11-20,Commercial Bank of Ethiopia,Google Play
"Unreliable,slow app with childish interface. Learn from other banks such as BoA to design your app and try to add more functionality.",1,2022-04-05,Commercial Bank of Ethiopia,Google Play
The New realese is just WOW every feature is very importat and mostly the verification was an important feature. Thank you CBE APP Developer team👍,4,2024-02-14,Commercial Bank of Ethiopia,Google Play
"After I installed the app, when I tried to send money before, it would bring me the people I sent, but now this thing is gone, so why is the suggestion left? Other than that, it is a great application that is easy to use and accessible",3,2024-02-11,Commercial Bank of Ethiopia,Google Play
When trying to open the app from another country it asks for a verification code that can only be obtained from the nearest bank branch. This is not logical if you want Ethiopians from around the world to be able to use the application. Please review this.,1,2023-01-30,Commercial Bank of Ethiopia,Google Play
The app is working despite limited connectivity. I tried it from USA and satisfied. Keep it up to remain in the fierce competition!,4,2021-12-19,Commercial Bank of Ethiopia,Google Play
"U redirect me here to update the app, but there is no an update rather to open it and the app is not working. Unable to sync, pls go througn it.",4,2022-02-12,Commercial Bank of Ethiopia,Google Play
Excellent app! Like it. It's user friendly. And the last updated is also good for adding some privacy.,5,2021-06-21,Commercial Bank of Ethiopia,Google Play
Perfect App if the following will improved: ==》Sometimes why delay to send text for receiver or sender? ==》Need full statement request option menu at home page ==》Please include Cash Withdrawal mechanism option in your next version,5,2023-03-15,Commercial Bank of Ethiopia,Google Play
Some of the worst app made by a bank in order to login when changing phone you have to go to a bank manager and the manager always say something new to login you back to the app it's sad there making billions and cant handle to make a better app for it.,1,2022-12-05,Commercial Bank of Ethiopia,Google Play
ur update is so rubbish.. it crash when u login... and after all this comments you didn't do anything.. you should remove it or replace it with the old working version...or either tell us what to do.,1,2019-04-01,Commercial Bank of Ethiopia,Google Play
I have been using it for the last three years and was working perfectly but since this week cannot even show my balance and unable to make payment. Please try to fix it.,2,2021-04-29,Commercial Bank of Ethiopia,Google Play
"It could be very useful if the app is able to show all the transactions made with out limitations, the current app shows only recent transactions.",3,2021-06-04,Commercial Bank of Ethiopia,Google Play
"It was very convenient and cool to use, but for some reason it hasn't been working for me lately.",1,2025-01-20,Commercial Bank of Ethiopia,Google Play
"Good cbe app but it frequently need update , after you update you will go to the Bank officer for verification . But my question is why not verify own self .",2,2025-01-09,Commercial Bank of Ethiopia,Google Play
"Completely and utterly made it unusable after the update. Why would anyone, in their right minds, make something that worked before to a new “updated” rubbish!?",1,2019-03-05,Commercial Bank of Ethiopia,Google Play
why removing screenshot feature why?,1,2025-04-18,Commercial Bank of Ethiopia,Google Play
the update is unneeded,1,2025-03-19,Commercial Bank of Ethiopia,Google Play
The way its menu arranged to use is easy to use.,5,2025-02-17,Commercial Bank of Ethiopia,Google Play
"I have started using these apps since 2020, and I have experienced a suitable way to do digital money exchange and a simple way of transferring cash.",5,2023-12-14,Commercial Bank of Ethiopia,Google Play
I was using this up for while but after I logged out for several weeks and tried it again it failed to log in .. then I Uninstall the and tried it again after reinstall but somehow it needs a verification code form CBE,2,2019-03-22,Commercial Bank of Ethiopia,Google Play
"It lags before showing the transaction and you have to use the one in the sms message , why doesn't it work on the app it just says loading",1,2025-02-18,Commercial Bank of Ethiopia,Google Play
but this app says can't sync,5,2025-04-09,Commercial Bank of Ethiopia,Google Play
Very attractive and user-friendly,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
It was nice but now it dose not opened the transactions,5,2025-03-18,Commercial Bank of Ethiopia,Google Play
"Something is wrong with the new update,it keep closing itself and i couldn't made an important transaction.",3,2025-01-30,Commercial Bank of Ethiopia,Google Play
The app need update it always crash,1,2025-03-13,Commercial Bank of Ethiopia,Google Play
Good service for me because it saves my time. There's no need to go to the brunch to transfer the money my bank is going to anywhere with so I can do anything on my mobile banking.thanks for your service.,5,2024-12-13,Commercial Bank of Ethiopia,Google Play
"Everything is good except that it's asking me for update too much even though I updated the app many times and still mentioning that ""it is critical update"" so pls fix that",4,2024-12-27,Commercial Bank of Ethiopia,Google Play
safe easy & fast,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
It is good but i can not install the app why? And the other one is it is better to show the earliest transactions for instanse before 30 days ago,3,2025-02-27,Commercial Bank of Ethiopia,Google Play
Simple and easy to use,5,2025-03-10,Commercial Bank of Ethiopia,Google Play
Why it asks me Update repeatedly as soon as I download it !!,1,2025-03-09,Commercial Bank of Ethiopia,Google Play
Can not check my account! All I see is a blank screen! What is the problem?It is not user friendĺy!I will have to take my money & try other banķs.This is a waste of time!!!,1,2021-10-27,Commercial Bank of Ethiopia,Google Play
In most of the cases the app doesn't work properly. It is more than a week the app was stopped working.,1,2020-10-18,Commercial Bank of Ethiopia,Google Play
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,Commercial Bank of Ethiopia,Google Play
"It's the best beginning, as CBE is back-bone of our economy, it needs more accessibility with security. So, it will be better when biometric screening system installed to this app to advance the security.",4,2023-10-05,Commercial Bank of Ethiopia,Google Play
amazing app I am used this app for one year,4,2025-05-24,Commercial Bank of Ethiopia,Google Play
easy to use helpful in my life,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
I'm very happy using this app. Thanks to developers.,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
"not working,why???",5,2025-05-17,Commercial Bank of Ethiopia,Google Play
"This app is good, and we are using it well",1,2025-05-21,Commercial Bank of Ethiopia,Google Play
One limitation of the the app is that it is not functioning with normal mobile data (3G). It needs wifi or stronger signal. How can I fix this issue? Any help.,3,2021-04-21,Commercial Bank of Ethiopia,Google Play
it doesn't work,1,2025-05-21,Commercial Bank of Ethiopia,Google Play
accessible to using,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
the best mobile banking app,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
wow best application ever,5,2025-05-09,Commercial Bank of Ethiopia,Google Play
"Good ,easy to use",5,2025-05-16,Commercial Bank of Ethiopia,Google Play
This app is good but i cant download on my LG & samsung s6 phone it says 'its not compatible for this devices' so pls fix this problem guys & make the app to compatible for all phones pls pls...thanks.,2,2020-08-27,Commercial Bank of Ethiopia,Google Play
i like everything of this app,5,2025-05-27,Commercial Bank of Ethiopia,Google Play
"I have a fitayah account, a type of interest free account, and because their system is unable to process anything for people like me I can't see any of my accounts in the account list on any transaction, although I can see it when performing security actions or checking my balance, as such this app is as useless to me as the previous one. Unbelievable",1,2024-02-18,Bank of Abyssinia,Google Play
Can you please just make it functional. I don't think anyone cares how good it looks if not a single functionality works. Plus it's not even aestheticaly nice. The loading animated icon has white irregular edges because the logo wasn't cut out correctly. The app doesn't work at all. It doesn't even login. It gets stuck on login just showing the logo animation and blames the issue on connectivity. Connectivity is fine and the proof is that this review is posted.,1,2024-04-15,Bank of Abyssinia,Google Play
"Developers/ the company takes too long to update the app, and throughout that process, the app is basically useless. We can't send money or even be able to check our account. They even take it down from the Play Store for a while. This whole process usually takes them 3 to 5 days. This is very disappointing. It is an improvement from the previous version of the app, but they still have a long way to go to compete with the likes of CBE. Transferring to other banks sometimes doesn't work.",2,2024-05-03,Bank of Abyssinia,Google Play
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,Bank of Abyssinia,Google Play
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,Bank of Abyssinia,Google Play
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,Bank of Abyssinia,Google Play
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Bank of Abyssinia,Google Play
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,Bank of Abyssinia,Google Play
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Bank of Abyssinia,Google Play
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,Bank of Abyssinia,Google Play
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,Bank of Abyssinia,Google Play
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,Bank of Abyssinia,Google Play
What's wrong with App. this days? it doesn't working properly. 1) it's VERY SLOW & doesn't open. it's very Annoying. 2) most of the time it says repeatedly Please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. I've updated the App. when it needed but nothing changed. 👉PLEASE if it has some issues with the App. Please fix it otherwise I'm going to uninstall it.,2,2024-05-08,Bank of Abyssinia,Google Play
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,Bank of Abyssinia,Google Play
"What an awesome app! It is supper easy to use with very attractive GUI. But there are some problems to be addressed: (1) It crashes frequently and requires mobile cache to be cleared to relaunch. (2) Automatic OTP input is good. But fix the manual activation option, too. (3) It does not boot fast. (4) There are minor errors during the installation. (5) Color contrast: In the transactions menu, the credit accounts should be in dark green than light green. The debit accounts should be in dark red.",5,2024-02-06,Bank of Abyssinia,Google Play
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,Bank of Abyssinia,Google Play
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Bank of Abyssinia,Google Play
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,Bank of Abyssinia,Google Play
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,Bank of Abyssinia,Google Play
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Bank of Abyssinia,Google Play
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,Bank of Abyssinia,Google Play
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,Bank of Abyssinia,Google Play
"Why the app doesn't allow to update the previous version. In addition to this, when I install the new version and try to activate, the app doesn't allow to write the activation OTP code to the screen. I have received the OTP password from telegram and email. Would you please fix this bug. Thank you",1,2024-02-03,Bank of Abyssinia,Google Play
"This app has been found useless while I compared with the first version of IB12111...that was very good, you guys what is the matter with you. You are far from the technology and the competetor's digital product through convenience, reliable, easeness _-dashen, cbe, zemen... they are doing well! share their experience and be able to satisfy your esteemed customers including me. unless you will be down soon!",1,2024-04-29,Bank of Abyssinia,Google Play
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,Bank of Abyssinia,Google Play
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,Bank of Abyssinia,Google Play
"The version 24.04.26 is not opening on any of my devices. I noticed this issue on my friend's Android 9 phone and also on my Samsung Android 12 phone. Even after weekly updates, the newest version is not working properly. Please provide a stable version update, as I prefer the older version of the app from the new one.",1,2024-05-04,Bank of Abyssinia,Google Play
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Bank of Abyssinia,Google Play
"So BoA, your last application was horrible and buggy. And we thought ""finally!! a functional new app with better UI."" But It didn't last long, a non existent connection error at login.... Please just fix your app to the simplest functional form and it would be up to your other service standards.",1,2024-04-21,Bank of Abyssinia,Google Play
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,Bank of Abyssinia,Google Play
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,Bank of Abyssinia,Google Play
OMG this is like the worst mobile banking app ever. I have many different mobile banking app from different banks but this is the worst so far. It says it has connection issue when I have wifi or data connection and while I'm using other social media apps. It keeps asking me for update once like every week and takes forever to load like I have to wait at least 10 minutes to login and another 10 min to see my balance.,1,2024-05-02,Bank of Abyssinia,Google Play
"Was working fine for 2 days then Error the request was not successful please check your connectivity or try again my connection works perfectly i reinstalled the app called support multiple times all of them said it's a system problem be patient it has been a week since then, called again they even dared to say the problem is your phone restart it which i did but still the same other banking apps work perfectly but this my experience with this app, horrible the whole system is bad",1,2024-02-14,Bank of Abyssinia,Google Play
"This is a much better app from BOA, easy to activate with ATM credit info, that helps someone like myself who already forgots previous PIN No or IB password. Apps runs fast unlike the previous versions. I hope you don't ruin it with unnecessary update. Please notify customers to use this app through their SMS.",5,2024-01-18,Bank of Abyssinia,Google Play
"The app does not work well from abroad, there have been continuous upgrades and updates that are very interruptive and non-responsive. Staff do not have the technical capabilities to support whereas the support number and online support are never available.",1,2024-02-12,Bank of Abyssinia,Google Play
This app is not efficient and can't be used for people outside Ethiopia. I am not able to enter back my OTP code into the App screen as it gets frozen and nothing can be done. Also the login screen forces to enter a local cell phone in Ethiopia and a PIN number. Those of us who live abroad are left out. The previous application with BoA Authenitcater was working efficiently and I was also able to login using my LapTop. I recommend the Application to use login user name & email instead of Ph#.,1,2024-02-23,Bank of Abyssinia,Google Play
"Be careful of using this app to transfer large sums of money. Recently I can't top up my mobile card, can't pay tickets, can't transfer money to Telebirr. The *815# works but what's the use of an app if we're using USSD. It will refund your mobile top up days after failing to top up but I wouldn't want to risk that. I'm a big fan of BoA but I wouldn't recommend this app. 👎",1,2024-05-15,Bank of Abyssinia,Google Play
"Very poor app. It crashes every time, doesn't load properly, and you can't even buy airtime. The programming is subpar. Please take lessons from other online banking apps. I would give it a zero if I could!!",1,2024-05-10,Bank of Abyssinia,Google Play
"The app doesnot allow to transfer from foreign currency accounts to local currency accounts , it says transaction not allowed , please check it and also it is difficult to activate the app from abroad countries since the otp doesn't reach by sms and it uses email, it doesn't allow manual otp input and the email hardly received , please review your app and make an update !!!",2,2024-03-22,Bank of Abyssinia,Google Play
"When we come to use mobile banking app this app is the WOREST one. Who made this app? Why? im almost forget to use it While the app right infront to my phone. I preffered to go branch office rather than to use it. Let alone for transaction or other service for simple purpose to check my balance i used to call for the bank 'call center' rather than to open for this difficult app. It need high speed internet service, it stop service for simple interuption of the network, after transfer the 1/2",1,2024-02-13,Bank of Abyssinia,Google Play
"Please add an option to manually input the OTP. I am residing outside of Ethiopia. I encountered difficulty accessing my account following the recent update (change) of your mobile banking app. Unfortunately, I am unable to activate the app on my mobile device. During the activation process, the app prompts for an OTP, which I can receive via Telegram. However, there is no option to manually input the OTP. I kindly request your assistance in resolving this matter and activating my account",3,2024-02-03,Bank of Abyssinia,Google Play
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,Bank of Abyssinia,Google Play
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,Bank of Abyssinia,Google Play
"Playstore need to have some option to give 0 stars because this application right here, deserve exactly that, imagine being one of the biggest banks In the country and can't manage to have good mobile application in the Era of mobile money, you guys are in the brink of collapse you better make it right real quick or you gonna be 10 meters down to the grave. DON'T USE THIS APP, IT'S WASTE OF TIME.",1,2024-05-21,Bank of Abyssinia,Google Play
"The updated version of this app is just time wasting. It doesn't work with 2G/3G network.require log in frequently,not fast as much as possible.automatic log out are the bad features of this app",1,2024-04-13,Bank of Abyssinia,Google Play
"This is terrible app. What the hell is your problem. Passwords can't be entered manually. I'm abroad. I don't have my Ethiopian Sim. I'm receiving the activation code via telegram. But you locked the system not to accept the activation OTP manually. Hence, I can't see my accounts, I can't make transactions etc.... how can you not think of this in advance.... now I'm in a terrible situation. I can't know what is going on with my account. WOULD YOU FIX IT NOW.... NOT TOMORROW or THE DAY AFTER...",1,2024-02-16,Bank of Abyssinia,Google Play
"This app is trash, it's not working for the past 3-4 days. I've to go to the bank to send money to other banks. Plus the app keeps crashing since the last update. BOA as a bank is deteriorating! This has to change.",1,2024-04-30,Bank of Abyssinia,Google Play
"The worst mobile banking app ever!!! I have tried to transfer 25,000 from my BOA account to my CBE and it still hasn't reached my CBE account yet. When I tried contacting customer support they just tell me it's a problem with the system. I have waited 48 hours and I still haven't received my money. Bank of Abyssinia the worst bank and system, I don't recommend this app or bank to anyone.",1,2024-03-01,Bank of Abyssinia,Google Play
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,Bank of Abyssinia,Google Play
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,Bank of Abyssinia,Google Play
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,Bank of Abyssinia,Google Play
"I've never seen a very worst mobile banking system like this, i lost 37000 birr because of your delay transaction system, i called 8397 and they told me stay for confirmation but, after i changed my mind and waiting for confirmation call to cancel the process they sent it with out my approval, so please don't use the mobile banking system please",1,2024-04-23,Bank of Abyssinia,Google Play
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,Bank of Abyssinia,Google Play
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Bank of Abyssinia,Google Play
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Bank of Abyssinia,Google Play
it's not work correctly... you must have update it,1,2025-04-06,Bank of Abyssinia,Google Play
good but they don't update enough don't add new things,3,2025-04-04,Bank of Abyssinia,Google Play
"Installed the latest version of this app on my Android 14 device, but it is not working. I have already received the activation key from your branch (via SMS), but couldn't activate it. It is a failed app. I bet you don't have QA testers.",1,2024-04-24,Bank of Abyssinia,Google Play
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,Bank of Abyssinia,Google Play
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Bank of Abyssinia,Google Play
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,Bank of Abyssinia,Google Play
"Worst App it ain't allowing yo activate not even in the nearest branch are able to activate it. I have been client of the bank for 10years. What is this BoA? As we know it being a leading in simplifying banking service this App needs to be fixed. Then we will give it better rate,",1,2024-02-13,Bank of Abyssinia,Google Play
"Great graphics, but why my music have to stop when I open this app? Make it make sense. But overall, it's good, but also needs too much data just to load this app. We might need a lite version of this.",3,2024-02-15,Bank of Abyssinia,Google Play
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,Bank of Abyssinia,Google Play
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,Bank of Abyssinia,Google Play
I have nothing against your service but your App!!!!??? When will it ever work? Why do you keep changing the interface whenever there is an update? The most unreadable annoying app.,1,2024-03-22,Bank of Abyssinia,Google Play
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,Bank of Abyssinia,Google Play
